,f1,f2,cor
9515,android.permission.USE_BIOMETRIC,android.permission.REBOOT,0.0
9516,android.permission.USE_BIOMETRIC,android.permission.READ_SYNC_STATS,0.0
9517,android.permission.USE_BIOMETRIC,android.permission.HARDWARE_TEST,0.0
9518,android.permission.USE_BIOMETRIC,android.permission.WRITE_SMS,0.0
9519,android.permission.USE_BIOMETRIC,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
9520,android.permission.USE_BIOMETRIC,android.permission.WRITE_APN_SETTINGS,0.0
9521,android.permission.USE_BIOMETRIC,android.permission.CHANGE_WIFI_STATE,0.0
9522,android.permission.USE_BIOMETRIC,android.permission.SET_ORIENTATION,0.0
9523,android.permission.USE_BIOMETRIC,android.permission.SET_PREFERRED_APPLICATIONS,0.0
9524,android.permission.USE_BIOMETRIC,android.permission.FLASHLIGHT,0.0
9525,android.permission.USE_BIOMETRIC,android.permission.DELETE_CACHE_FILES,0.0
9526,android.permission.USE_BIOMETRIC,android.permission.SET_WALLPAPER_COMPONENT,0.0
9527,android.permission.USE_BIOMETRIC,android.permission.ACCESS_NETWORK_STATE,0.0
9528,android.permission.USE_BIOMETRIC,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
9529,android.permission.USE_BIOMETRIC,android.permission.SET_DISPLAY_OFFSET,0.0
9530,android.permission.USE_BIOMETRIC,android.permission.DISABLE_KEYGUARD,0.0
9531,android.permission.USE_BIOMETRIC,android.permission.BACKUP,0.0
9532,android.permission.USE_BIOMETRIC,android.permission.CHANGE_CONFIGURATION,0.0
9533,android.permission.USE_BIOMETRIC,android.permission.READ_LOGS,0.0
9534,android.permission.USE_BIOMETRIC,android.permission.SET_WALLPAPER,0.0
9535,android.permission.USE_BIOMETRIC,android.permission.KILL_BACKGROUND_PROCESSES,0.0
9536,android.permission.USE_BIOMETRIC,android.permission.MANAGE_OWN_CALLS,0.0
9537,android.permission.USE_BIOMETRIC,android.permission.WRITE_SYNC_SETTINGS,0.0
9538,android.permission.USE_BIOMETRIC,android.permission.PERSISTENT_ACTIVITY,0.0
9539,android.permission.USE_BIOMETRIC,android.permission.FOREGROUND_SERVICE,0.0
9540,android.permission.USE_FINGERPRINT,android.hardware.camera.any,0.0
9541,android.permission.USE_FINGERPRINT,android.hardware.camera.autofocus,0.0
9542,android.permission.USE_FINGERPRINT,android.hardware.camera.flash,0.0
9543,android.permission.USE_FINGERPRINT,android.hardware.camera.front,0.0
9544,android.permission.USE_FINGERPRINT,android.hardware.fingerprint,0.0
9545,android.permission.USE_FINGERPRINT,android.hardware.location,0.0
9546,android.permission.USE_FINGERPRINT,android.hardware.location.gps,0.0
9547,android.permission.USE_FINGERPRINT,android.hardware.location.network,0.0
9548,android.permission.USE_FINGERPRINT,android.hardware.nfc,0.0
9549,android.permission.USE_FINGERPRINT,android.hardware.nfc.hce,0.0
9550,android.permission.USE_FINGERPRINT,android.hardware.sensor.accelerometer,0.0
9551,android.permission.USE_FINGERPRINT,android.hardware.sensor.barometer,0.0
9552,android.permission.USE_FINGERPRINT,android.hardware.sensor.compass,0.0
9553,android.permission.USE_FINGERPRINT,android.hardware.sensor.gyroscope,0.0
9554,android.permission.USE_FINGERPRINT,android.hardware.sensor.stepcounter,0.0
9555,android.permission.USE_FINGERPRINT,android.hardware.screen.landscape,0.0
9556,android.permission.USE_FINGERPRINT,android.hardware.screen.portrait,0.0
9557,android.permission.USE_FINGERPRINT,android.hardware.telephony,0.0
9558,android.permission.USE_FINGERPRINT,android.hardware.telephony.cdma,0.0
9559,android.permission.USE_FINGERPRINT,android.hardware.camera,0.0
9560,android.permission.USE_FINGERPRINT,android.hardware.telephony.gsm,0.0
9561,android.permission.USE_FINGERPRINT,android.hardware.bluetooth_le,0.0
9562,android.permission.USE_FINGERPRINT,android.hardware.microphone,0.0
9563,android.permission.USE_FINGERPRINT,android.permission.VIBRATE,0.0
9564,android.permission.USE_FINGERPRINT,android.permission.BIND_ACCESSIBILITY_SERVICE,0.0
9565,android.permission.USE_FINGERPRINT,android.permission.READ_USER_DICTIONARY,0.0
9566,android.permission.USE_FINGERPRINT,android.permission.ACCESS_WIFI_STATE,0.0
9567,android.permission.USE_FINGERPRINT,com.google.android.apps.enterprise.dmagent.permission.C2D_MESSAGE,0.0
9568,android.permission.USE_FINGERPRINT,com.google.android.gms.permission.BROADCAST_TO_GOOGLEHELP,0.0
9569,android.permission.USE_FINGERPRINT,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
9570,android.permission.USE_FINGERPRINT,android.permission.REQUEST_INSTALL_PACKAGES,0.0
9571,android.permission.USE_FINGERPRINT,android.permission.MODIFY_PHONE_STATE,0.0
9572,android.permission.USE_FINGERPRINT,com.android.launcher.permission.INSTALL_SHORTCUT,0.0
9573,android.permission.USE_FINGERPRINT,android.permission.STATUS_BAR,0.0
9574,android.permission.USE_FINGERPRINT,android.permission.READ_FRAME_BUFFER,0.0
9575,android.permission.USE_FINGERPRINT,android.permission.QUERY_ALL_PACKAGES,0.0
9576,android.permission.USE_FINGERPRINT,android.permission.DUMP,0.0
9577,android.permission.USE_FINGERPRINT,android.permission.WAKE_LOCK,0.0
9578,android.permission.USE_FINGERPRINT,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
9579,android.permission.USE_FINGERPRINT,android.permission.INJECT_EVENTS,0.0
9580,android.permission.USE_FINGERPRINT,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0
9581,android.permission.USE_FINGERPRINT,android.permission.DELETE_PACKAGES,0.0
9582,android.permission.USE_FINGERPRINT,android.hardware.bluetooth,0.0
9583,android.permission.USE_FINGERPRINT,android.hardware.faketouch,0.0
9584,android.permission.USE_FINGERPRINT,android.hardware.faketouch.multitouch.distinct,0.0
9585,android.permission.USE_FINGERPRINT,android.hardware.faketouch.multitouch.jazzhand,0.0
9586,android.permission.USE_BIOMETRIC,android.permission.MODIFY_AUDIO_SETTINGS,0.0
9587,android.permission.USE_BIOMETRIC,android.permission.ACCESS_CHECKIN_PROPERTIES,0.0
9588,android.permission.USE_BIOMETRIC,android.permission.ACCESS_NOTIFICATION_POLICY,0.0
9589,android.permission.USE_BIOMETRIC,android.permission.ACCESS_MOCK_LOCATION,0.0
9590,android.permission.USE_BIOMETRIC,com.google.android.providers.gsf.permission.READ_GSERVICES,0.0
9591,android.permission.USE_BIOMETRIC,android.permission.MANAGE_ACCOUNTS,0.0
9592,android.permission.USE_BIOMETRIC,android.permission.SYSTEM_ALERT_WINDOW,0.0
9593,android.permission.USE_BIOMETRIC,android.permission.CONTROL_LOCATION_UPDATES,0.0
9594,android.permission.USE_BIOMETRIC,android.permission.CLEAR_APP_USER_DATA,0.0
9595,android.permission.USE_BIOMETRIC,android.permission.INSTALL_PACKAGES,0.0
9596,android.permission.USE_BIOMETRIC,android.permission.CHANGE_COMPONENT_ENABLED_STATE,0.0
9597,android.permission.USE_BIOMETRIC,android.permission.NFC,0.0
9598,android.permission.USE_BIOMETRIC,android.permission.INTERNAL_SYSTEM_WINDOW,0.0
9599,android.permission.USE_BIOMETRIC,android.permission.BIND_WALLPAPER,0.0
9600,android.permission.USE_BIOMETRIC,android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,0.0
9601,android.permission.USE_BIOMETRIC,android.permission.BROADCAST_SMS,0.0
9602,android.permission.USE_BIOMETRIC,android.permission.CALL_PRIVILEGED,0.0
9603,android.permission.USE_BIOMETRIC,android.permission.CHANGE_NETWORK_STATE,0.0
9604,android.permission.USE_BIOMETRIC,android.permission.MASTER_CLEAR,0.0
9605,android.permission.USE_BIOMETRIC,android.permission.USE_CREDENTIALS,0.0
9606,android.permission.USE_BIOMETRIC,android.permission.RESTART_PACKAGES,0.0
9607,android.permission.USE_BIOMETRIC,android.permission.BIND_PRINT_RECOMMENDATION_SERVICE,0.0
9608,android.permission.USE_BIOMETRIC,com.google.android.c2dm.permission.RECEIVE,0.0
9609,android.permission.USE_FINGERPRINT,android.hardware.touchscreen,0.0
9610,android.permission.USE_FINGERPRINT,android.hardware.touchscreen.multitouch,0.0
9611,android.permission.USE_FINGERPRINT,android.hardware.touchscreen.multitouch.distinct,0.0
9612,android.permission.USE_FINGERPRINT,android.hardware.touchscreen.multitouch.jazzhand,0.0
9613,android.permission.USE_FINGERPRINT,android.hardware.usb.accessory,0.0
9614,android.permission.USE_FINGERPRINT,android.hardware.usb.host,0.0
9615,android.permission.USE_FINGERPRINT,android.hardware.vulkan.version,0.0
9616,android.permission.USE_FINGERPRINT,android.hardware.wifi,0.0
9617,android.permission.USE_FINGERPRINT,android.hardware.wifi.direct,0.0
9618,android.permission.USE_BIOMETRIC,android.permission.REQUEST_INSTALL_PACKAGES,0.0
9619,android.permission.USE_FINGERPRINT,android.software.sip,0.0
9620,android.permission.USE_FINGERPRINT,android.software.app_widgets,0.0
9621,android.permission.USE_FINGERPRINT,android.software.live_wallpaper,0.0
9622,android.permission.USE_BIOMETRIC,android.permission.REAL_GET_TASKS,0.0
9623,android.permission.USE_BIOMETRIC,android.permission.ACCESS_CACHE_FILESYSTEM,0.0
9624,android.permission.USE_BIOMETRIC,android.permission.WRITE_SETTINGS,0.0
9625,android.permission.USE_BIOMETRIC,com.android.permission.INSTALL_EXISTING_PACKAGES,0.0
9626,android.permission.USE_BIOMETRIC,android.permission.READ_WALLPAPER_INTERNAL,0.0
9627,android.permission.USE_BIOMETRIC,com.google.android.googleapps.permission.GOOGLE_AUTH,0.0
9628,android.permission.USE_BIOMETRIC,android.permission.BRICK,0.0
9629,android.permission.USE_FINGERPRINT,android.software.leanback,0.0
9630,android.permission.USE_FINGERPRINT,android.permission.FORCE_STOP_PACKAGES,0.0
9631,android.permission.USE_BIOMETRIC,android.permission.MODIFY_PHONE_STATE,0.0
9632,android.permission.USE_BIOMETRIC,android.permission.STATUS_BAR,0.0
9633,android.permission.REAL_GET_TASKS,android.permission.PACKAGE_USAGE_STATS,0.0
9634,android.permission.REAL_GET_TASKS,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,0.0
9635,android.permission.REAL_GET_TASKS,android.permission.WRITE_SECURE_SETTINGS,0.0
9636,android.permission.REAL_GET_TASKS,android.permission.CAPTURE_AUDIO_OUTPUT,0.0
9637,android.permission.REAL_GET_TASKS,com.google.android.apps.wallpaper.NOTIFY_ROTATING_WALLPAPER_CHANGED,0.0
9638,android.permission.REAL_GET_TASKS,android.permission.USE_FULL_SCREEN_INTENT,0.0
9639,android.permission.REAL_GET_TASKS,android.permission.ACCESS_LOCATION_EXTRA_COMMANDS,0.0
9640,android.permission.REAL_GET_TASKS,android.permission.READ_PRIVILEGED_PHONE_STATE,0.0
9641,android.permission.REAL_GET_TASKS,android.permission.ACCESS_DOWNLOAD_MANAGER,0.0
9642,android.permission.REAL_GET_TASKS,android.permission.BROADCAST_STICKY,0.0
9643,android.permission.REAL_GET_TASKS,android.permission.BLUETOOTH_PRIVILEGED,0.0
9644,android.permission.REAL_GET_TASKS,android.permission.HARDWARE_TEST,0.0
9645,android.permission.REAL_GET_TASKS,android.permission.WRITE_SMS,0.0
9646,android.permission.REAL_GET_TASKS,android.permission.INSTALL_DYNAMIC_SYSTEM,0.0
9647,android.permission.REAL_GET_TASKS,android.permission.WRITE_APN_SETTINGS,0.0
9648,android.permission.REAL_GET_TASKS,android.permission.CHANGE_WIFI_STATE,0.0
9649,android.permission.REAL_GET_TASKS,android.permission.SET_ORIENTATION,0.0
9650,android.permission.REAL_GET_TASKS,android.permission.SET_PREFERRED_APPLICATIONS,0.0
9651,android.permission.REAL_GET_TASKS,android.permission.FLASHLIGHT,0.0
9652,android.permission.REAL_GET_TASKS,android.permission.BATTERY_STATS,0.0
9653,android.permission.REAL_GET_TASKS,android.permission.DELETE_CACHE_FILES,0.0
9654,android.permission.REAL_GET_TASKS,android.permission.BIND_APPWIDGET,0.0
9655,android.permission.REAL_GET_TASKS,android.permission.ACCOUNT_MANAGER,0.0
9656,android.permission.REAL_GET_TASKS,android.permission.CHANGE_WIFI_MULTICAST_STATE,0.0
9657,android.permission.REAL_GET_TASKS,com.android.alarm.permission.SET_ALARM,0.0
9658,android.permission.REAL_GET_TASKS,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
9659,android.permission.REAL_GET_TASKS,android.permission.WRITE_MEDIA_STORAGE,0.0
9660,android.permission.REAL_GET_TASKS,android.permission.GET_TASKS,0.0
9661,android.permission.REAL_GET_TASKS,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
9662,android.permission.REAL_GET_TASKS,android.permission.ACCESS_SURFACE_FLINGER,0.0
9663,android.permission.REAL_GET_TASKS,android.permission.AUTHENTICATE_ACCOUNTS,0.0
9664,android.permission.REAL_GET_TASKS,android.permission.INTERNET,0.0
9665,android.permission.REAL_GET_TASKS,android.permission.BIND_RESOLVER_RANKER_SERVICE,0.0
9666,android.permission.REAL_GET_TASKS,android.permission.TV_INPUT_HARDWARE,0.0
9667,android.permission.REAL_GET_TASKS,com.android.vending.INTENT_VENDING_ONLY,0.0
9668,android.permission.REAL_GET_TASKS,com.google.android.googleapps.permission.GOOGLE_AUTH.mail,0.0
9669,android.permission.REAL_GET_TASKS,android.permission.TRANSMIT_IR,0.0
9670,android.permission.REAL_GET_TASKS,android.permission.REORDER_TASKS,0.0
9671,android.permission.REAL_GET_TASKS,com.android.browser.permission.READ_HISTORY_BOOKMARKS,0.0
9672,android.permission.REAL_GET_TASKS,android.permission.BLUETOOTH_ADMIN,0.0
9673,android.permission.REAL_GET_TASKS,android.permission.UPDATE_DEVICE_STATS,0.0
9674,android.permission.REAL_GET_TASKS,android.permission.GET_PACKAGE_SIZE,0.0
9675,android.permission.REAL_GET_TASKS,android.permission.ACCESS_ALL_DOWNLOADS,0.0
9676,android.permission.REAL_GET_TASKS,android.permission.BROADCAST_WAP_PUSH,0.0
9677,android.permission.REAL_GET_TASKS,android.permission.SET_WALLPAPER_COMPONENT,0.0
9678,android.permission.REAL_GET_TASKS,android.permission.BIND_CONDITION_PROVIDER_SERVICE,0.0
9679,android.permission.REAL_GET_TASKS,android.permission.VIBRATE,0.0
9680,android.permission.REAL_GET_TASKS,android.permission.BIND_ACCESSIBILITY_SERVICE,0.0
9681,android.permission.REAL_GET_TASKS,android.permission.READ_USER_DICTIONARY,0.0
9682,android.permission.REAL_GET_TASKS,android.permission.ACCESS_WIFI_STATE,0.0
9683,android.permission.REAL_GET_TASKS,com.google.android.apps.enterprise.dmagent.permission.C2D_MESSAGE,0.0
9684,android.permission.REAL_GET_TASKS,com.google.android.gms.permission.BROADCAST_TO_GOOGLEHELP,0.0
9685,android.permission.REAL_GET_TASKS,com.android.chrome.permission.READ_WRITE_BOOKMARK_FOLDERS,0.0
9686,android.permission.REAL_GET_TASKS,android.permission.REQUEST_INSTALL_PACKAGES,0.0
9687,android.permission.REAL_GET_TASKS,android.permission.MODIFY_PHONE_STATE,0.0
9688,android.permission.REAL_GET_TASKS,com.android.launcher.permission.INSTALL_SHORTCUT,0.0
9689,android.permission.REAL_GET_TASKS,android.permission.STATUS_BAR,0.0
9690,android.permission.REAL_GET_TASKS,android.permission.READ_FRAME_BUFFER,0.0
9691,android.permission.REAL_GET_TASKS,android.permission.QUERY_ALL_PACKAGES,0.0
9692,android.permission.REAL_GET_TASKS,android.permission.DUMP,0.0
9693,android.permission.REAL_GET_TASKS,android.permission.WAKE_LOCK,0.0
9694,android.permission.REAL_GET_TASKS,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
9695,android.permission.REAL_GET_TASKS,android.permission.INJECT_EVENTS,0.0
9696,android.permission.REAL_GET_TASKS,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0
9697,android.permission.REAL_GET_TASKS,android.permission.DELETE_PACKAGES,0.0
9698,android.permission.REAL_GET_TASKS,android.permission.FORCE_STOP_PACKAGES,0.0
9699,android.permission.REAL_GET_TASKS,android.permission.ACCESS_NETWORK_STATE,0.0
9700,android.permission.REAL_GET_TASKS,android.permission.BROADCAST_PACKAGE_REMOVED,0.0
9701,android.permission.REAL_GET_TASKS,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,0.0
9702,android.permission.REAL_GET_TASKS,android.permission.SET_DISPLAY_OFFSET,0.0
9703,android.permission.REAL_GET_TASKS,android.permission.DISABLE_KEYGUARD,0.0
9704,android.permission.REAL_GET_TASKS,android.permission.BACKUP,0.0
9705,android.permission.REAL_GET_TASKS,android.permission.CHANGE_CONFIGURATION,0.0
9706,android.permission.REAL_GET_TASKS,android.permission.READ_LOGS,0.0
9707,android.permission.REAL_GET_TASKS,android.permission.SET_WALLPAPER,0.0
9708,android.permission.REAL_GET_TASKS,android.permission.KILL_BACKGROUND_PROCESSES,0.0
9709,android.permission.REAL_GET_TASKS,android.permission.READ_SYNC_STATS,0.0
9710,android.permission.REAL_GET_TASKS,android.permission.MANAGE_OWN_CALLS,0.0
9711,android.permission.REAL_GET_TASKS,android.permission.REBOOT,0.0
9712,android.permission.REAL_GET_TASKS,android.permission.MOUNT_FORMAT_FILESYSTEMS,0.0
9713,android.permission.REAL_GET_TASKS,android.permission.REQUEST_DELETE_PACKAGES,0.0
9714,android.permission.REAL_GET_TASKS,android.permission.CLEAR_APP_CACHE,0.0
9715,android.permission.REAL_GET_TASKS,com.android.chrome.TOS_ACKED,0.0
9716,android.permission.REAL_GET_TASKS,android.permission.GLOBAL_SEARCH,0.0
9717,android.permission.REAL_GET_TASKS,android.permission.FACTORY_TEST,0.0
9718,android.permission.REAL_GET_TASKS,android.permission.SET_WALLPAPER_HINTS,0.0
9719,android.permission.REAL_GET_TASKS,android.permission.READ_SYNC_SETTINGS,0.0
9720,android.permission.REAL_GET_TASKS,com.google.android.apps.now.CURRENT_ACCOUNT_ACCESS,0.0
9721,android.permission.REAL_GET_TASKS,com.android.chrome.permission.C2D_MESSAGE,0.0
9722,android.permission.REAL_GET_TASKS,android.permission.BLUETOOTH,0.0
9723,android.permission.REAL_GET_TASKS,android.permission.READ_PROFILE,0.0
9724,android.permission.REAL_GET_TASKS,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
9725,android.permission.USE_BIOMETRIC,android.hardware.sensor.barometer,0.0
9726,android.permission.USE_BIOMETRIC,android.hardware.sensor.compass,0.0
9727,android.permission.USE_BIOMETRIC,android.hardware.sensor.gyroscope,0.0
9728,android.permission.USE_BIOMETRIC,android.hardware.sensor.stepcounter,0.0
9729,android.permission.USE_BIOMETRIC,android.hardware.screen.landscape,0.0
9730,android.permission.USE_BIOMETRIC,android.hardware.screen.portrait,0.0
9731,android.permission.USE_BIOMETRIC,android.hardware.telephony,0.0
9732,android.permission.USE_BIOMETRIC,android.hardware.telephony.cdma,0.0
9733,android.permission.USE_BIOMETRIC,android.hardware.telephony.gsm,0.0
9734,android.permission.USE_BIOMETRIC,android.hardware.faketouch,0.0
9735,android.permission.USE_BIOMETRIC,android.hardware.faketouch.multitouch.distinct,0.0
9736,android.permission.USE_BIOMETRIC,android.hardware.faketouch.multitouch.jazzhand,0.0
9737,android.permission.USE_BIOMETRIC,android.hardware.touchscreen,0.0
9738,android.permission.USE_BIOMETRIC,android.hardware.touchscreen.multitouch,0.0
9739,android.permission.USE_BIOMETRIC,android.hardware.touchscreen.multitouch.distinct,0.0
9740,android.permission.USE_BIOMETRIC,android.hardware.touchscreen.multitouch.jazzhand,0.0
9741,android.permission.USE_BIOMETRIC,android.hardware.usb.accessory,0.0
9742,android.permission.USE_BIOMETRIC,android.hardware.usb.host,0.0
9743,android.permission.USE_BIOMETRIC,android.hardware.vulkan.version,0.0
9744,android.permission.USE_BIOMETRIC,android.hardware.sensor.accelerometer,0.0
9745,android.permission.USE_BIOMETRIC,android.hardware.wifi,0.0
9746,android.permission.USE_BIOMETRIC,android.hardware.nfc.hce,0.0
9747,android.permission.USE_BIOMETRIC,android.hardware.location.network,0.0
9748,android.permission.USE_BIOMETRIC,android.permission.READ_FRAME_BUFFER,0.0
9749,android.permission.USE_BIOMETRIC,android.permission.QUERY_ALL_PACKAGES,0.0
9750,android.permission.USE_BIOMETRIC,android.permission.DUMP,0.0
9751,android.permission.USE_BIOMETRIC,android.permission.WAKE_LOCK,0.0
9752,android.permission.USE_BIOMETRIC,com.google.android.gms.auth.cryptauth.permission.KEY_CHANGE,0.0
9753,android.permission.USE_BIOMETRIC,android.permission.INJECT_EVENTS,0.0
9754,android.permission.USE_BIOMETRIC,android.permission.ACCESS_DOWNLOAD_MANAGER_ADVANCED,0.0
9755,android.permission.USE_BIOMETRIC,android.permission.DELETE_PACKAGES,0.0
9756,android.permission.USE_BIOMETRIC,android.hardware.microphone,0.0
9757,android.permission.USE_BIOMETRIC,android.hardware.bluetooth,0.0
9758,android.permission.USE_BIOMETRIC,android.hardware.bluetooth_le,0.0
9759,android.permission.USE_BIOMETRIC,android.hardware.camera,0.0
9760,android.permission.USE_BIOMETRIC,android.hardware.camera.any,0.0
9761,android.permission.USE_BIOMETRIC,android.hardware.camera.autofocus,0.0
9762,android.permission.USE_BIOMETRIC,android.hardware.camera.flash,0.0
9763,android.permission.USE_BIOMETRIC,android.hardware.camera.front,0.0
9764,android.permission.USE_BIOMETRIC,android.hardware.fingerprint,0.0
9765,android.permission.USE_BIOMETRIC,android.hardware.location,0.0
9766,android.permission.USE_BIOMETRIC,android.hardware.location.gps,0.0
9767,android.permission.USE_BIOMETRIC,android.hardware.nfc,0.0
9768,android.permission.USE_BIOMETRIC,android.hardware.wifi.direct,0.0
9769,android.permission.USE_BIOMETRIC,android.software.sip,0.0
9770,android.permission.USE_BIOMETRIC,android.software.leanback,0.0
9771,android.permission.REAL_GET_TASKS,android.permission.INTERNAL_SYSTEM_WINDOW,0.0
9772,android.permission.REAL_GET_TASKS,android.permission.BIND_WALLPAPER,0.0
9773,android.permission.REAL_GET_TASKS,android.permission.SEND_DOWNLOAD_COMPLETED_INTENTS,0.0
9774,android.permission.REAL_GET_TASKS,android.permission.BROADCAST_SMS,0.0
9775,android.permission.REAL_GET_TASKS,android.permission.CALL_PRIVILEGED,0.0
9776,android.permission.REAL_GET_TASKS,android.permission.CHANGE_NETWORK_STATE,0.0
9777,android.permission.REAL_GET_TASKS,android.permission.MASTER_CLEAR,0.0
9778,android.permission.REAL_GET_TASKS,android.permission.FOREGROUND_SERVICE,0.0
9779,android.permission.REAL_GET_TASKS,android.permission.PERSISTENT_ACTIVITY,0.0
9780,android.permission.REAL_GET_TASKS,android.permission.WRITE_SYNC_SETTINGS,0.0
9781,android.permission.REAL_GET_TASKS,com.google.android.providers.gsf.permission.WRITE_GSERVICES,0.0
9782,android.permission.REAL_GET_TASKS,android.permission.SET_DEBUG_APP,0.0
9783,android.permission.REAL_GET_TASKS,android.permission.RECEIVE_BOOT_COMPLETED,0.0
9784,android.permission.REAL_GET_TASKS,com.google.android.apps.inputmethod.latin.permission.UPDATE_STICKER_INDEX,0.0
9785,android.permission.REAL_GET_TASKS,android.permission.GLOBAL_SEARCH_CONTROL,0.0
9786,android.permission.REAL_GET_TASKS,android.permission.SUBSCRIBED_FEEDS_READ,0.0
9787,android.permission.REAL_GET_TASKS,android.permission.DEVICE_POWER,0.0
9788,android.permission.REAL_GET_TASKS,android.permission.EXPAND_STATUS_BAR,0.0
9789,android.permission.REAL_GET_TASKS,com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0
9790,android.permission.REAL_GET_TASKS,android.permission.NFC,0.0
9791,android.permission.REAL_GET_TASKS,android.permission.CHANGE_COMPONENT_ENABLED_STATE,0.0
9792,android.permission.REAL_GET_TASKS,android.permission.INSTALL_PACKAGES,0.0
9793,android.permission.REAL_GET_TASKS,android.permission.CLEAR_APP_USER_DATA,0.0
9794,android.permission.USE_BIOMETRIC,android.software.app_widgets,0.0
9795,android.permission.USE_BIOMETRIC,android.software.live_wallpaper,0.0
9796,android.permission.REAL_GET_TASKS,android.permission.ACCESS_CACHE_FILESYSTEM,0.0
9797,android.permission.REAL_GET_TASKS,android.permission.WRITE_SETTINGS,0.0
9798,android.permission.REAL_GET_TASKS,com.android.permission.INSTALL_EXISTING_PACKAGES,0.0
9799,android.permission.REAL_GET_TASKS,android.permission.READ_WALLPAPER_INTERNAL,0.0
9800,android.permission.REAL_GET_TASKS,com.google.android.googleapps.permission.GOOGLE_AUTH,0.0
9801,android.permission.REAL_GET_TASKS,android.permission.BRICK,0.0
9802,android.permission.REAL_GET_TASKS,com.google.android.c2dm.permission.RECEIVE,0.0
9803,android.permission.USE_BIOMETRIC,com.android.launcher.permission.INSTALL_SHORTCUT,0.0
9804,android.permission.REAL_GET_TASKS,android.permission.BIND_PRINT_RECOMMENDATION_SERVICE,0.0
9805,android.permission.REAL_GET_TASKS,android.permission.USE_CREDENTIALS,0.0
9806,android.permission.REAL_GET_TASKS,android.permission.MODIFY_AUDIO_SETTINGS,0.0
9807,android.permission.REAL_GET_TASKS,android.permission.ACCESS_CHECKIN_PROPERTIES,0.0
9808,android.permission.REAL_GET_TASKS,android.permission.ACCESS_NOTIFICATION_POLICY,0.0
9809,android.permission.REAL_GET_TASKS,android.permission.ACCESS_MOCK_LOCATION,0.0
9810,android.permission.REAL_GET_TASKS,com.google.android.providers.gsf.permission.READ_GSERVICES,0.0
9811,android.permission.REAL_GET_TASKS,android.permission.MANAGE_ACCOUNTS,0.0
9812,android.permission.REAL_GET_TASKS,android.permission.SYSTEM_ALERT_WINDOW,0.0
9813,android.permission.REAL_GET_TASKS,android.permission.CONTROL_LOCATION_UPDATES,0.0
9814,android.permission.REAL_GET_TASKS,android.permission.RESTART_PACKAGES,0.0
9815,android.permission.USE_FINGERPRINT,android.permission.BROADCAST_PACKAGE_REMOVED,0.0
9816,android.permission.USE_FINGERPRINT,com.android.chrome.permission.C2D_MESSAGE,0.0
9817,android.permission.USE_FINGERPRINT,com.android.browser.permission.WRITE_HISTORY_BOOKMARKS,0.0
9818,android.permission.ACCESS_MEDIA_LOCATION,android.permission.RECEIVE_BOOT_COMPLETED,0.0
9819,android.permission.ACCESS_MEDIA_LOCATION,com.google.android.apps.inputmethod.latin.permission.UPDATE_STICKER_INDEX,0.0
9820,android.permission.ACCESS_MEDIA_LOCATION,android.permission.GLOBAL_SEARCH_CONTROL,0.0
9821,android.permission.ACCESS_MEDIA_LOCATION,android.permission.SUBSCRIBED_FEEDS_READ,0.0
9822,android.permission.ACCESS_MEDIA_LOCATION,android.permission.DEVICE_POWER,0.0
9823,android.permission.ACCESS_MEDIA_LOCATION,android.permission.EXPAND_STATUS_BAR,0.0
9824,android.permission.ACCESS_MEDIA_LOCATION,com.android.launcher.permission.UNINSTALL_SHORTCUT,0.0
9825,android.permission.ACCESS_MEDIA_LOCATION,android.permission.REQUEST_IGNORE_BATTERY_OPTIMIZATIONS,0.0
9826,android.permission.ACCESS_MEDIA_LOCATION,android.permission.READ_PROFILE,0.0
9827,android.permission.ACCESS_MEDIA_LOCATION,android.permission.BLUETOOTH,0.0
9828,android.permission.ACCESS_MEDIA_LOCATION,android.permission.BROADCAST_WAP_PUSH,0.0
9829,android.permission.ACCESS_MEDIA_LOCATION,android.permission.CHANGE_WIFI_MULTICAST_STATE,0.0
9830,android.permission.ACCESS_MEDIA_LOCATION,com.android.alarm.permission.SET_ALARM,0.0
9831,android.permission.ACCESS_MEDIA_LOCATION,android.permission.CAPTURE_AUDIO_HOTWORD,0.0
9832,android.permission.ACCESS_MEDIA_LOCATION,android.permission.WRITE_MEDIA_STORAGE,0.0
9833,android.permission.ACCESS_MEDIA_LOCATION,android.permission.GET_TASKS,0.0
9834,android.permission.ACCESS_MEDIA_LOCATION,android.permission.BROADCAST_NETWORK_PRIVILEGED,0.0
